"appearance_id","exe_number","case_number","game_id","player_id","date_sports","player_name","competition_id"
"2231978_38004","1141-2018","C.A. No.-000867-000867 - 2021",2231978,38004,"2012-07-03","Aurélien Joachim","CLQ"
"2233748_79232","1154-2017","Crl.A. No.-000167-000167 - 2021",2233748,79232,"2012-07-05","Ruslan Abyshov","ELQ"
"2234413_42792","1181-2021","SLP(C) No.-000811 - 2021",2234413,42792,"2012-07-05","Sander Puri","ELQ"
"2234418_73333","1203-2016","C.A. No.-000390-000390 - 2021",2234418,73333,"2012-07-05","Vegar Hedenstad","ELQ"
"2234421_122011","1232-2021","C.A. No.-007639-007639 - 2021",2234421,122011,"2012-07-05","Markus Henriksen","ELQ"
"2234421_146889","1233-2020","C.A. No.-007554-007554 - 2021",2234421,146889,"2012-07-05","Peter Ankersen","ELQ"
"2235539_28716","1233-2020","Crl.A. No.-001288-001288 - 2021",2235539,28716,"2012-07-05","Adi Adilovic","ELQ"
"2235539_69445","1282-2020","C.A. No.-000995-000995 - 2021",2235539,69445,"2012-07-05","Ivan Sesar","ELQ"
"2235545_19409","1316-2019","C.A. No.-006251-006251 - 2021",2235545,19409,"2012-07-05","Willem Janssen","ELQ"
"2235545_30003","1316-2019","C.A. No.-000440-000441 - 2020",2235545,30003,"2012-07-05","Wout Brama","ELQ"
"2235545_30667","1339-2018","C.A. No.-000218 - 2021",2235545,30667,"2012-07-05","Robbert Schilder","ELQ"
"2235545_34129","1339-2018","Crl.A. No.-000257-000257 - 2021",2235545,34129,"2012-07-05","Wesley Verhoek","ELQ"
"2235545_36139","1384-2021","Crl.A. No.-000462-000462 - 2019",2235545,36139,"2012-07-05","Dusan Tadic","ELQ"
"2235545_4520","1406-2018","C.A. No.-000073-000074 - 2021",2235545,4520,"2012-07-05","Peter Wisgerhof","ELQ"
"2235545_4582","1439-2020","SLP(Crl) No.-000380 - 2021",2235545,4582,"2012-07-05","Sander Boschker","ELQ"
"2235545_47740","1500-2021","C.A. No.-005819-005822 - 2021",2235545,47740,"2012-07-05","Nils Röseler","ELQ"
"2235545_59631","1579-2021","T.P.(C) No.-000062 - 2021",2235545,59631,"2012-07-05","Nacer Chadli","ELQ"
"2235545_60312","1579-2021","C.A. No.-005970-005970 - 2021",2235545,60312,"2012-07-05","Joshua John","ELQ"
"2235545_63342","1632-2018","Crl.A. No.-000422-000422 - 2021",2235545,63342,"2012-07-05","Leroy Fer","ELQ"
"2235545_63356","1677-2007","C.A. No.-000495-000495 - 2021",2235545,63356,"2012-07-05","Tim Breukers","ELQ"
"2235545_80073","1775-2021","C.A. No.-000337-000337 - 2021",2235545,80073,"2012-07-05","Glynor Plet","ELQ"
"2235545_84260","1783-2021","Crl.A. No.-001045-001045 - 2021",2235545,84260,"2012-07-05","Nicky Kuiper","ELQ"
"2235769_75109","1845-2021","C.A. No.-005720-005720 - 2021",2235769,75109,"2012-07-05","Célio Santos","ELQ"
"2235777_63496","1855-2020","W.P.(C) No.-000060 - 2019",2235777,63496,"2012-07-05","Vladimirs Kamess","ELQ"
"2234404_14940","1855-2020","Crl.A. No.-000255-000256 - 2018",2234404,14940,"2012-07-09","Razvan Rat","UKRS"
"2234404_14942","1983-2021","W.P.(C) No.-000026 - 2020",2234404,14942,"2012-07-09","Darijo Srna","UKRS"
"2234404_15033","2095-2021","W.P.(C) No.-000054 - 2021",2234404,15033,"2012-07-09","Velizar Dimitrov","UKRS"
"2234404_24000","2113-2007","W.P.(C) No.-000078 - 2021",2234404,24000,"2012-07-09","Vyacheslav Checher","UKRS"
"2234404_24633","2177-2009","SLP(C) No.-001240 - 2021",2234404,24633,"2012-07-09","Eduardo","UKRS"
"2234404_26267","2183-2019","T.P.(Crl.) No.-000017 - 2021",2234404,26267,"2012-07-09","Fernandinho","UKRS"
"2234404_27108","2201-2020","Crl.A. No.-001269-001270 - 2021",2234404,27108,"2012-07-09","Konstantinos Makridis","UKRS"
"2234404_39996","2211-2020","Crl.A. No.-000876-000876 - 2021",2234404,39996,"2012-07-09","Andriy Pyatov","UKRS"
"2234404_43308","2266-2018","C.A. No.-004750-004750 - 2011",2234404,43308,"2012-07-09","Denys Golaydo","UKRS"
"2234404_44357","2286-2021","C.A. No.-004750-004750 - 2011",2234404,44357,"2012-07-09","Oleksandr Kucher","UKRS"
"2234404_45812","2347-2019","R.P.(C) No.-001054 - 2021",2234404,45812,"2012-07-09","Djordje Lazic","UKRS"
"2234404_48974","2356-2019","C.A. No.-002336-002336 - 2021",2234404,48974,"2012-07-09","Luiz Adriano","UKRS"
"2234404_51232","2357-2009","C.A. No.-000693-000693 - 2021",2234404,51232,"2012-07-09","Danilo","UKRS"
"2234404_52937","2390-2020","C.A. No.-000805-000805 - 2021",2234404,52937,"2012-07-09","Ilsinho","UKRS"
"2234404_55734","2390-2020","Crl.A. No.-001415-001415 - 2021",2234404,55734,"2012-07-09","Gevorg Ghazaryan","UKRS"
"2234404_55735","2398-2009","C.A. No.-006860-006860 - 2021",2234404,55735,"2012-07-09","Henrikh Mkhitaryan","UKRS"
"2234404_59148","2441-2010","C.A. No.-006860-006860 - 2021",2234404,59148,"2012-07-09","Oleksandr Volovyk","UKRS"
"2234404_59389","2520-2019","C.A. No.-000845-000845 - 2021",2234404,59389,"2012-07-09","Mykola Morozyuk","UKRS"
"2234404_59411","2567-2010","C.A. No.-000680-000680 - 2021",2234404,59411,"2012-07-09","Marko Devic","UKRS"
"2234404_59970","2645-2021","C.A. No.-000680-000680 - 2021",2234404,59970,"2012-07-09","Taras Stepanenko","UKRS"
"2234404_60324","2660-2021","C.A. No.-011480-011481 - 2018",2234404,60324,"2012-07-09","Gregory Nelson","UKRS"
"2234404_66515","2662-2021","C.A. No.-011480-011481 - 2018",2234404,66515,"2012-07-09","Alex Teixeira","UKRS"
"2234404_73769","2669-2021","Crl.A. No.-000432-000432 - 2021",2234404,73769,"2012-07-09","Zé Soares","UKRS"
"2234404_74843","2723-2020","W.P.(C) No.-000040 - 2018",2234404,74843,"2012-07-09","Vitaliy Ivanko","UKRS"
"2234404_75615","2818-2021","C.A. No.-005829-005830 - 2021",2234404,75615,"2012-07-09","Douglas Costa","UKRS"
"2234404_85969","2832-2018","C.A. No.-000925-000926 - 2021",2234404,85969,"2012-07-09","Oleksandr Bandura","UKRS"
"2234404_87893","2865-2021","C.A. No.-000843-000844 - 2021",2234404,87893,"2012-07-09","Vasyl Pryima","UKRS"
"2234404_89222","2957-2018","C.A. No.-000843-000844 - 2021",2234404,89222,"2012-07-09","Yaroslav Rakitskyi","UKRS"
"2231980_38004","2997-1995","T.P.(C) No.-000113 - 2018",2231980,38004,"2012-07-10","Aurélien Joachim","CLQ"
"2233750_79232","2997-1995","C.A. No.-001844-001844 - 2010",2233750,79232,"2012-07-10","Ruslan Abyshov","ELQ"
"2235544_158810","3004-2017","C.A. No.-001155-001155 - 2021",2235544,158810,"2012-07-10","Oscar Hiljemark","ELQ"
"3434798_268055","3018-2019","C.A. No.-000418 - 2021",3434798,268055,"2012-07-11","Maksim Lepskiy","RUP"
"3434803_271384","3021-2020","SLP(C) No.-002492 - 2021",3434803,271384,"2012-07-11","Igor Khaymanov","RUP"
"3434803_72496","3082-2009","C.A. No.-006094-006095 - 2021",3434803,72496,"2012-07-11","Roland Gigolaev","RUP"
"2234422_73333","3111-2021","C.A. No.-006094-006095 - 2021",2234422,73333,"2012-07-12","Vegar Hedenstad","ELQ"
"2235540_28716","3149-2018","C.A. No.-002848-002848 - 2021",2235540,28716,"2012-07-12","Adi Adilovic","ELQ"
"2235540_69445","3246-2017","C.A. No.-000720-000720 - 2021",2235540,69445,"2012-07-12","Ivan Sesar","ELQ"
"2235546_125102","3275-2021","C.A. No.-010197-010197 - 2010",2235546,125102,"2012-07-12","Mirco Born","ELQ"
"2235546_182381","3282-2019","Crl.A. No.-000834-000834 - 2009",2235546,182381,"2012-07-12","Quincy Promes","ELQ"
"2235546_19409","3283-2020","C.A. No.-005781-005783 - 2021",2235546,19409,"2012-07-12","Willem Janssen","ELQ"
"2235546_232499","3324-2018","T.P.(C) No.-000195 - 2020",2235546,232499,"2012-07-12","Coen Gortemaker","ELQ"
"2235546_232500","3338-2019","C.A. No.-005122-005122 - 2021",2235546,232500,"2012-07-12","Tim Hölscher","ELQ"
"2235546_30003","3338-2019","Crl.A. No.-000499-000500 - 2018",2235546,30003,"2012-07-12","Wout Brama","ELQ"
"2235546_34129","3456-2020","Crl.A. No.-001410-001410 - 2021",2235546,34129,"2012-07-12","Wesley Verhoek","ELQ"
"2235546_4520","3508-2019","C.A. No.-001137 - 2019",2235546,4520,"2012-07-12","Peter Wisgerhof","ELQ"
"2235546_4582","3598-2021","W.P.(C) No.-000116 - 2019",2235546,4582,"2012-07-12","Sander Boschker","ELQ"
"2235546_47740","3712-2019","C.A. No.-005160-005160 - 2010",2235546,47740,"2012-07-12","Nils Röseler","ELQ"
"2235546_60312","3725-2010","C.A. No.-005685-005685 - 2021",2235546,60312,"2012-07-12","Joshua John","ELQ"
"2235546_63356","3741-2012","C.A. No.-005685-005685 - 2021",2235546,63356,"2012-07-12","Tim Breukers","ELQ"
"2235546_80073","3762-2018","C.A. No.-006821-006821 - 2009",2235546,80073,"2012-07-12","Glynor Plet","ELQ"
"2235546_84260","3772-2017","C.A. No.-006124-006124 - 2011",2235546,84260,"2012-07-12","Nicky Kuiper","ELQ"
"2235791_63496","3869-2021","C.A. No.-002275 - 2019",2235791,63496,"2012-07-12","Vladimirs Kamess","ELQ"
"2235799_75109","3869-2021","C.A. No.-004353-004353 - 2010",2235799,75109,"2012-07-12","Célio Santos","ELQ"
"2236654_122011","3869-2021","T.C.(C) No.-000025 - 2021",2236654,122011,"2012-07-12","Markus Henriksen","ELQ"
"2236654_146889","3894-2021","C.A. No.-000323 - 2021",2236654,146889,"2012-07-12","Peter Ankersen","ELQ"
"2222962_104351","3919-2006","C.A. No.-005887-005887 - 2021",2222962,104351,"2012-07-13","Ramon Lopes","UKR1"
"2222962_12064","3947-2021","C.A. No.-005991-005992 - 2021",2222962,12064,"2012-07-13","Igor Skoba","UKR1"
"2222962_120996","3983-2020","C.A. No.-005667-005667 - 2021",2222962,120996,"2012-07-13","Volodymyr Gudyma","UKR1"
"2222962_135172","3983-2020","C.A. No.-001647-001647 - 2021",2222962,135172,"2012-07-13","Igor Ozarkiv","UKR1"
"2222962_24976","3999-2018","R.P.(C) No.-000472 - 2018",2222962,24976,"2012-07-13","Vance Sikov","UKR1"
"2222962_26303","3999-2018","W.P.(C) No.-000150 - 2021",2222962,26303,"2012-07-13","Martin Bogatinov","UKR1"
"2222962_35259","4008-2019","Crl.A. No.-000031-000031 - 2019",2222962,35259,"2012-07-13","Valentin Iliev","UKR1"
"2222962_36235","4109-2010","W.P.(C) No.-000202-000202 - 1995",2222962,36235,"2012-07-13","Petar Zanev","UKR1"
"2222962_36934","4183-2020","W.P.(C) No.-000202-000202 - 1995",2222962,36934,"2012-07-13","Ivan Milosevic","UKR1"
"2222962_43495","4183-2020","C.A. No.-004623-004623 - 2021",2222962,43495,"2012-07-13","Sergiy Pylypchuk","UKR1"
"2222962_44662","4211-2021","C.A. No.-004443-004443 - 2021",2222962,44662,"2012-07-13","Schumacher","UKR1"
"2222962_46504","4277-2021","C.A. No.-005153-005153 - 2021",2222962,46504,"2012-07-13","Eric Bicfalvi","UKR1"
"2222962_53270","4313-2020","C.A. No.-001346-001346 - 2010",2222962,53270,"2012-07-13","Oleksandr Gladkyi","UKR1"
"2222962_57888","4352-2014","SLP(Crl) No.-001156 - 2021",2222962,57888,"2012-07-13","Pavlo Ksyonz","UKR1"
"2222962_58016","4370-2021","T.P.(C) No.-000232 - 2018",2222962,58016,"2012-07-13","Oleg Golodyuk","UKR1"
"2222962_58042","4405-2009","C.A. No.-006534-006535 - 2021",2222962,58042,"2012-07-13","Igor Khudobyak","UKR1"
"2222962_58051","4492-2021","Crl.A. No.-000932-000932 - 2021",2222962,58051,"2012-07-13","Mykhaylo Kopolovets","UKR1"
"2222962_58150","4603-2021","C.A. No.-005963-005964 - 2021",2222962,58150,"2012-07-13","Andriy Tkachuk","UKR1"
"2222962_58252","4758-2015","Crl.A. No.-000258-000258 - 2021",2222962,58252,"2012-07-13","Sergiy Siminin","UKR1"
"2222962_58425","4758-2015","C.A. No.-004964-004964 - 2021",2222962,58425,"2012-07-13","Igor Oshchypko","UKR1"
"2222962_58976","4836-2021","C.A. No.-006902-006902 - 2021",2222962,58976,"2012-07-13","Maksim Startsev","UKR1"
"2222962_65297","4912-2017","C.A. No.-006902-006902 - 2021",2222962,65297,"2012-07-13","Danijel Subotic","UKR1"
"2222962_73185","4961-2019","Crl.A. No.-000135-000135 - 2021",2222962,73185,"2012-07-13","Lucas Pérez","UKR1"
"2222962_91563","5013-2021","Crl.A. No.-000606-000606 - 2021",2222962,91563,"2012-07-13","Aleksey Babyr","UKR1"
"2222962_94926","5013-2021","Crl.A. No.-001043-001043 - 2021",2222962,94926,"2012-07-13","Oleksandr Kasyan","UKR1"
"2222962_97335","5024-2020","C.A. No.-005627-005627 - 2021",2222962,97335,"2012-07-13","Igor Plastun","UKR1"
"2222962_97859","5034-2014","C.A. No.-003454-003454 - 2011",2222962,97859,"2012-07-13","Evgeniy Pavlov","UKR1"
"2224728_102132","5066-2021","C.A. No.-005976-005976 - 2014",2224728,102132,"2012-07-13","Nicklas Helenius","DK1"
"2224728_102134","5071-2021","C.A. No.-001827 - 2018",2224728,102134,"2012-07-13","Kasper Kusk","DK1"
"2224728_119169","5077-2019","C.A. No.-001051-001051 - 2021",2224728,119169,"2012-07-13","Aron Jóhannsson","DK1"
"2224728_1197","5077-2019","SLP(C) No.-003063-003064 - 2021",2224728,1197,"2012-07-13","Peter Graulund","DK1"
"2224728_129092","5107-2020","SLP(C) No.-003063-003064 - 2021",2224728,129092,"2012-07-13","Rasmus Thelander","DK1"
"2224728_148344","5127-2020","SLP(C) No.-003063-003064 - 2021",2224728,148344,"2012-07-13","Lucas Andersen","DK1"
"2224728_14971","5140-2009","Crl.A. No.-000343-000343 - 2021",2224728,14971,"2012-07-13","Hjalte Bo Nörregaard","DK1"
"2224728_15118","5140-2009","C.A. No.-007017-007017 - 2009",2224728,15118,"2012-07-13","Thomas Augustinussen","DK1"
"2224728_15135","5257-2020","C.A. No.-004492-004493 - 2021",2224728,15135,"2012-07-13","Rasmus Würtz","DK1"
"2224728_15386","5257-2020","C.A. No.-005966-005966 - 2021",2224728,15386,"2012-07-13","Sören Berg","DK1"
"2224728_22887","5284-2010","C.A. No.-005966-005966 - 2021",2224728,22887,"2012-07-13","Anders Kure","DK1"
"2224728_22917","5298-2007","Crl.A. No.-000593-000593 - 2021",2224728,22917,"2012-07-13","Kenneth Emil Petersen","DK1"
"2224728_22923","5402-2020","Crl.A. No.-000593-000593 - 2021",2224728,22923,"2012-07-13","Steffen Rasmussen","DK1"
"2224728_23160","5439-2019","C.A. No.-007535-007535 - 2021",2224728,23160,"2012-07-13","Stephan Petersen","DK1"
"2224728_23201","5445-2014","C.A. No.-001658-001658 - 2010",2224728,23201,"2012-07-13","Anders Due","DK1"
"2224728_26774","5445-2021","C.A. No.-000049-000049 - 2021",2224728,26774,"2012-07-13","Atle Roar Haland","DK1"
"2224728_27612","5654-2019","C.A. No.-000049-000049 - 2021",2224728,27612,"2012-07-13","Jeppe Curth","DK1"
"2224728_30699","5700-2019","Crl.A. No.-000912-000912 - 2021",2224728,30699,"2012-07-13","Arthur Sorin","DK1"
"2224728_37222","5711-2020","C.A. No.-000595 - 2021",2224728,37222,"2012-07-13","Patrick Kristensen","DK1"
"2224728_48803","5750-2020","C.A. No.-006014-006015 - 2021",2224728,48803,"2012-07-13","Jakob Ahlmann","DK1"
"2224728_5892","5765-2021","W.P.(C) No.-000114-000114 - 2014",2224728,5892,"2012-07-13","Martin Jörgensen","DK1"
"2224728_68948","5765-2021","C.A. No.-004665-004665 - 2021",2224728,68948,"2012-07-13","Osama Akharraz","DK1"
"2224728_70554","5825-2021","C.A. No.-000903-000903 - 2011",2224728,70554,"2012-07-13","Nicholas Gotfredsen","DK1"
"2224728_77655","5892-2021","Crl.A. No.-000447-000447 - 2021",2224728,77655,"2012-07-13","Davit Devdariani","DK1"
"2224728_89208","5908-2021","C.A. No.-000676 - 2021",2224728,89208,"2012-07-13","Casper Sloth","DK1"
"2224728_92248","6009-2016","C.A. No.-006092-006092 - 2021",2224728,92248,"2012-07-13","Nicolai Larsen","DK1"
"2224728_93315","6120-2011","C.A. No.-006092-006092 - 2021",2224728,93315,"2012-07-13","Henrik Dalsgaard","DK1"
"2224728_96331","6127-2019","Crl.A. No.-000510-000510 - 2021",2224728,96331,"2012-07-13","Mikkel Kirkeskov","DK1"
"2222958_103950","6127-2019","Crl.A. No.-000186-000186 - 2018",2222958,103950,"2012-07-14","Roman Emeljanov","UKR1"
"2222958_137939","6134-2016","T.P.(C) No.-000429 - 2019",2222958,137939,"2012-07-14","Tornike Okriashvili","UKR1"
"2222958_20137","6282-2020","C.A. No.-006745-006749 - 2021",2222958,20137,"2012-07-14","José Sosa","UKR1"
"2222958_211314","6282-2020","C.A. No.-006745-006749 - 2021",2222958,211314,"2012-07-14","Denys Barvinko","UKR1"
"2222958_24026","6309-2021","Crl.A. No.-000452-000452 - 2021",2222958,24026,"2012-07-14","Kostyantyn Kravchenko","UKR1"
"2222958_25618","6309-2021","Crl.A. No.-000502-000502 - 2015",2222958,25618,"2012-07-14","Sergiy Pshenychnykh","UKR1"
"2222958_27378","6325-2010","MA-000364 - 2021",2222958,27378,"2012-07-14","Cleiton Xavier","UKR1"
"2222958_30694","6478-2020","Crl.A. No.-000522-000522 - 2021",2222958,30694,"2012-07-14","Juan Manuel Torres","UKR1"
"2222958_30803","6507-2021","C.A. No.-006151-006151 - 2021",2222958,30803,"2012-07-14","Cristian Villagra","UKR1"
"2222958_42631","6512-2020","C.A. No.-006151-006151 - 2021",2222958,42631,"2012-07-14","Oleksandr Goryainov","UKR1"
"2222958_43288","6592-2018","C.A. No.-004846-004846 - 2021",2222958,43288,"2012-07-14","Oleksandr Chyzhov","UKR1"
"2222958_43359","6641-2016","C.A. No.-007721-007721 - 2021",2222958,43359,"2012-07-14","Pavlo Rebenok","UKR1"
"2222958_53299","6643-2017","C.A. No.-000138-000138 - 2012",2222958,53299,"2012-07-14","Kostyantyn Yaroshenko","UKR1"
"2222958_53477","6725-2016","C.A. No.-000138-000138 - 2012",2222958,53477,"2012-07-14","Jonathan Cristaldo","UKR1"
"2222958_53523","6735-2021","Crl.A. No.-001455-001456 - 2021",2222958,53523,"2012-07-14","Marco Torsiglieri","UKR1"
"2222958_54576","6735-2021","Crl.A. No.-001455-001456 - 2021",2222958,54576,"2012-07-14","Sebastián Blanco","UKR1"
"2222958_55115","6862-2014","Crl.A. No.-001661-001661 - 2010",2222958,55115,"2012-07-14","David Targamadze","UKR1"
"2222958_58035","6954-2021","C.A. No.-007469-007469 - 2008",2222958,58035,"2012-07-14","Mykola Ishchenko","UKR1"
"2222958_58043","6972-2020","C.A. No.-001650 - 2020",2222958,58043,"2012-07-14","Rustam Khudzhamov","UKR1"
"2222958_58403","7071-2020","C.A. No.-006995-006995 - 2021",2222958,58403,"2012-07-14","Denys Kozhanov","UKR1"
"2222958_58413","7136-2021","W.P.(C) No.-000229-000229 - 2014",2222958,58413,"2012-07-14","Volodymyr Lysenko","UKR1"
"2222958_58440","7326-2020","C.A. No.-002739-002739 - 2021",2222958,58440,"2012-07-14","Sergiy Shevchuk","UKR1"
"2222958_68778","7419-2020","Crl.A. No.-000022-000023 - 2021",2222958,68778,"2012-07-14","Marlos","UKR1"
"2222958_76028","7470-2021","CONMT.PET.(C) No.-000413 - 2019",2222958,76028,"2012-07-14","Taison","UKR1"
"2222958_89556","7506-2017","C.A. No.-000639-000640 - 2021",2222958,89556,"2012-07-14","Vitaliy Fedotov","UKR1"
"2222958_92635","7513-2021","Crl.A. No.-000443 - 2020",2222958,92635,"2012-07-14","Oleksandr Mandzyuk","UKR1"
"2222958_94922","7559-2020","C.A. No.-006868-006868 - 2021",2222958,94922,"2012-07-14","Bogdan Butko","UKR1"
"2222958_94931","7585-2017","C.A. No.-006868-006868 - 2021",2222958,94931,"2012-07-14","Vitaliy Vitsenets","UKR1"
"2222960_112953","7607-2010","C.A. No.-006532-006532 - 2021",2222960,112953,"2012-07-14","Dmytro Bezotosnyi","UKR1"
"2222960_121218","7628-2020","C.A. No.-000881-000881 - 2021",2222960,121218,"2012-07-14","Yevgen Yeliseev","UKR1"
"2222960_134609","7693-2011","C.A. No.-000988 - 2021",2222960,134609,"2012-07-14","Mykola Gibalyuk","UKR1"
"2222960_1716","7703-2009","Crl.A. No.-001047-001048 - 2021",2222960,1716,"2012-07-14","David Odonkor","UKR1"
"2222960_17206","7940-2020","C.A. No.-004991-004991 - 2012",2222960,17206,"2012-07-14","Aleksandar Trisovic","UKR1"
"2222960_22378","7963-2017","C.A. No.-006152-006152 - 2021",2222960,22378,"2012-07-14","Léo Matos","UKR1"
"2222960_25891","7992-2021","C.A. No.-006152-006152 - 2021",2222960,25891,"2012-07-14","Anatoliy Didenko","UKR1"
"2222960_27172","8048-2020","T.P.(C) No.-000970-000970 - 2016",2222960,27172,"2012-07-14","Pavlo Kutas","UKR1"
"2222960_34771","8136-2021","C.A. No.-006477-006477 - 2021",2222960,34771,"2012-07-14","Oleksandr Kosyrin","UKR1"
"2222960_35435","8299-2021","C.A. No.-006477-006477 - 2021",2222960,35435,"2012-07-14","Lucian Burdujan","UKR1"
"2222960_35908","8326-2011","C.A. No.-001517-001518 - 2021",2222960,35908,"2012-07-14","Mirko Raicevic","UKR1"
"2222960_4678","8403-2020","C.A. No.-001517-001518 - 2021",2222960,4678,"2012-07-14","Markus Berger","UKR1"
"2222960_58514","8430-2020","C.A. No.-002998-002998 - 2010",2222960,58514,"2012-07-14","Elis Bakaj","UKR1"
"2222960_58606","8469-2020","C.A. No.-007372-007372 - 2021",2222960,58606,"2012-07-14","Sergiy Politylo","UKR1"
"2222960_62515","8504-2020","C.A. No.-002748-002748 - 2021",2222960,62515,"2012-07-14","Ivan Bobko","UKR1"
"2222960_64711","8507-2021","C.A. No.-001774 - 2020",2222960,64711,"2012-07-14","Pablo Fontanello","UKR1"
"2222960_65542","8524-2020","C.A. No.-000554-000557 - 2021",2222960,65542,"2012-07-14","Tiago Terroso","UKR1"
"2222960_69913","8524-2020","W.P.(C) No.-000132-000132 - 2016",2222960,69913,"2012-07-14","Kyrylo Kovalchuk","UKR1"
"2222960_71725","8683-2015","CONMT.PET.(C) No.-000726-000728 - 2017",2222960,71725,"2012-07-14","Oleksandr Nad","UKR1"
"2222960_72899","8777-2019","Crl.A. No.-000843-000844 - 2021",2222960,72899,"2012-07-14","Oleksandr Sytnyk","UKR1"
"2222960_8480","8803-2019","C.A. No.-002274-002274 - 2021",2222960,8480,"2012-07-14","Sito Riera","UKR1"
"2222960_85964","8824-2017","C.A. No.-002274-002274 - 2021",2222960,85964,"2012-07-14","Anderson Mineiro","UKR1"
"2222960_85973","8911-2016","C.A. No.-003956-003957 - 2017",2222960,85973,"2012-07-14","Andriy Grynchenko","UKR1"
"2222960_91377","8976-2019","Crl.A. No.-000894-000894 - 2021",2222960,91377,"2012-07-14","Dmytro Trukhin","UKR1"
"2222960_91450","9031-2021","C.A. No.-003592-003593 - 2020",2222960,91450,"2012-07-14","Oleg Mishchenko","UKR1"
"2222960_93976","9036-2018","C.A. No.-004800-004800 - 2021",2222960,93976,"2012-07-14","Stanislav Pechenkin","UKR1"
"2222960_95239","9117-2020","Crl.A. No.-001302-001302 - 2021",2222960,95239,"2012-07-14","Pavlo Shchedrakov","UKR1"
"2222960_96455","9171-2021","C.A. No.-005799-005799 - 2021",2222960,96455,"2012-07-14","Yevgen Makarenko","UKR1"
"2222961_104331","9222-2009","Crl.A. No.-000006-000006 - 2021",2222961,104331,"2012-07-14","Lukman Haruna","UKR1"
"2222961_114937","9233-2010","W.P.(C) No.-000364 - 2021",2222961,114937,"2012-07-14","Dudu","UKR1"
"2222961_15033","9247-2021","C.A. No.-005738-005739 - 2021",2222961,15033,"2012-07-14","Velizar Dimitrov","UKR1"
"2222961_16746","9247-2021","Crl.A. No.-001238-001238 - 2021",2222961,16746,"2012-07-14","Niko Kranjcar","UKR1"
"2222961_18445","9485-2020","T.P.(C) No.-000441 - 2020",2222961,18445,"2012-07-14","Betão","UKR1"
"2222961_24000","9546-2021","C.A. No.-008343-008344 - 2018",2222961,24000,"2012-07-14","Vyacheslav Checher","UKR1"
"2222961_27108","9559-2020","C.A. No.-002825-002825 - 2011",2222961,27108,"2012-07-14","Konstantinos Makridis","UKR1"
"2222961_27954","9608-2019","Crl.A. No.-000336-000336 - 2021",2222961,27954,"2012-07-14","Ognjen Vukojevic","UKR1"
"2222961_43308","9610-2019","C.A. No.-009606-009606 - 2011",2222961,43308,"2012-07-14","Denys Golaydo","UKR1"
"2222961_45196","9620-2020","C.A. No.-008223-008223 - 2009",2222961,45196,"2012-07-14","Taras Mykhalyk","UKR1"
"2222961_45812","9631-2020","W.P.(C) No.-000465 - 2020",2222961,45812,"2012-07-14","Djordje Lazic","UKR1"
"2222961_48740","9660-2020","C.A. No.-018278-018278 - 2017",2222961,48740,"2012-07-14","Milos Ninkovic","UKR1"
"2222961_51232","9660-2020","SLP(C) No.-014117-014118 - 2021",2222961,51232,"2012-07-14","Danilo","UKR1"
"2222961_55734","9720-2019","Crl.A. No.-000533-000533 - 2021",2222961,55734,"2012-07-14","Gevorg Ghazaryan","UKR1"
"2222961_59045","9720-2019","W.P.(C) No.-000390 - 2021",2222961,59045,"2012-07-14","Pavlo Gryshchenko","UKR1"
"2222961_59389","9787-2021","R.P.(C) No.-001246 - 2021",2222961,59389,"2012-07-14","Mykola Morozyuk","UKR1"
"2222961_60324","9815-2019","C.A. No.-002822-002822 - 2012",2222961,60324,"2012-07-14","Gregory Nelson","UKR1"
"2222961_61952","9845-2021","C.A. No.-006260-006261 - 2021",2222961,61952,"2012-07-14","Danilo Silva","UKR1"
"2222961_64308","9928-2021","C.A. No.-000012-000012 - 2021",2222961,64308,"2012-07-14","Brown Ideye","UKR1"
"2222961_69004","9999-2017","C.A. No.-005743-005744 - 2021",2222961,69004,"2012-07-14","Yevgen Khacheridi","UKR1"
"2222961_69015","10032-2018","Crl.A. No.-001665-001665 - 2021",2222961,69015,"2012-07-14","Andriy Yarmolenko","UKR1"
"2222961_70754","10061-2010","Crl.A. No.-001551-001551 - 2021",2222961,70754,"2012-07-14","Denys Garmash","UKR1"
"2222961_73769","10181-2019","Crl.A. No.-000407-000407 - 2021",2222961,73769,"2012-07-14","Zé Soares","UKR1"
"2222961_74843","10328-2021","Crl.A. No.-000407-000407 - 2021",2222961,74843,"2012-07-14","Vitaliy Ivanko","UKR1"
"2222961_85969","10354-2020","C.A. No.-006336-006336 - 2021",2222961,85969,"2012-07-14","Oleksandr Bandura","UKR1"
"2222961_87893","10376-2021","C.A. No.-005810-005810 - 2021",2222961,87893,"2012-07-14","Vasyl Pryima","UKR1"
"2222961_91931","10410-2021","C.A. No.-007651-007652 - 2021",2222961,91931,"2012-07-14","Denys Boyko","UKR1"
"2222961_9794","10528-2019","C.A. No.-005696-005696 - 2021",2222961,9794,"2012-07-14","Oleg Gusev","UKR1"
"2222963_105362","10529-2013","C.A. No.-002328-002328 - 2021",2222963,105362,"2012-07-14","Adolphe Teikeu","UKR1"
"2222963_105534","10532-2019","Crl.A. No.-000024-000024 - 2021",2222963,105534,"2012-07-14","Artur Kaskov","UKR1"
"2222963_124182","10547-2021","C.A. No.-005059-005059 - 2021",2222963,124182,"2012-07-14","Sergiy Sydorchuk","UKR1"
